shot, Bumelant, bumelant, Likier kahlua, 50 ml, Likier cointreau, 50 ml, Mleczko skondensowane nieslodzone, 50 ml, start,  Wszystkie skladniki wstrzasa my w shakerze. Przelewamy do kieliszkow.
shot, Freeze Me, freeze_me, Gin, 50 ml, Sok z czarnej porzeczki, 70 ml, Sok z cytryny, 30 ml, start, Wszystkie skladniki wstrzasamy w shakerze i przelewamy do kieliszkow.
shot, Undercover, undercover, Gin, 50 ml, Sok kaktusowy, 100 ml, Sok z cytryny, 20 ml, start, Wszystkie skladniki wstrzasamy w shakerze i przelewamy do kieliszkow.
shot, Anywhere, anywhere, Tequila silver, 50 ml, Sok z granatu, 100 ml, Grenadyna, 10 ml, start, Wszystkie skladniki wstrzasamy w shakerze i przelewamy do kieliszkow.
shot, Stolen Dance, stolen_dance, Likier czekoladowy, 50 ml, Likier amaretto, 20 ml, Mleczko skondensowane nieslodzone, 50 ml, Syrop czekoladowy i kakao, do dekoracji, start, Brzegi kieliszkow dekorujemy syropem czekoladowym i kakao. Wszystkie skladniki shotow wstrzasamy w shakerze i przelewamy do kieliszkow.
shot, Crazyhead, crazyhead, Likier pomaranczowy, 70 ml, Likier archers, 50 ml, Mleczko skondensowane nieslodzone, 50 ml, start, Wszystkie skladniki wstrzasamy w shakerze i przelewamy do kieliszkow.
shot, Wonderland, wonderland, Wodka pomaranczowa, 50 ml, Sok kaktusowy, 70 ml, Blue curacao, 10 ml, start, Wszystkie skladniki wstrzasamy w shakerze i przelewamy do kieliszkow.
shot, Flaming, flaming, Likier truskawkowy, 50 ml, Malibu, 30 ml, Mleczko skondensowane nieslodzone, 50 ml, Czerwony syrop, do dekoracji, Wiorki kokosowe, do dekoracji, start,Brzegi kieliszkow dekoruje crusta z syropu i wiorkow kokosowych. Wszystkie skladniki mieszam w shakerze. Przelewam do kieliszkow. 
shot, Orzech & Orzech, orzech_and_orzech, Syrop orzechowy, 5 ml, Likier czekoladowy, jedna druga, Wodka orzechowa, jedna druga, start,Na dno kieliszka wlewamy syrop orzechowy. Likier oraz wodke mieszamy w shakerze, a nastepnie delikatnie, po lyzce, wlewamy do kieliszka, zeby utworzyla sie druga warstwa. 
shot, Little Lion, little_lion, Syrop czekoladowy, 5 ml, Sok pomaranczowy, 30 ml, Wodka, 70 ml, Sok z cytryny, 5 ml, start, Do kieliszkow wlewamy syrop czekoladowy. Pozostale skladniki wstrzasamy w shakerze i przelewamy delikatnie do kieliszkow z syropem na dnie.
shot, B-52, b_52_shoty, Likier kahlua, jedna trzecia ,Likier baileys, jedna trzecia ,Likier cointreau, jedna trzecia ,start, Do kieliszka wlac likier Kahlua. Nastepnie delikatnie po lyzce wlac Baileys, tak, zeby oba likiery sie nie zmieszaly. W ten sam sposob wlac Cointreau. Shot mozna podpalic i wypic plonacy w zapalony drink wkladamy slomke i od razu wypijamy, zanim zgasnie.
shot, Marcelo, marcelo, Blue curacao, jedna czwarta, Likier mietowy, dwie czwarte, Wodka pomaranczowa, jedna czwarta, start, Skladniki wlewamy do kieliszka w podanej kolejnosci, przy drugim i trzecim najlepiej korzystac z nalewaka i wlewac alkohole delikatnie po lyzce, zeby latwiej bylo utworzyc warstwy.
shot, Winter Winds, winter_winds, Malibu, 50 ml, Sok bananowy, 50 ml, Syrop czekoladowy, 50 ml, start,Do kieliszkow wlewamy syrop czekoladowy. Malibu z sokiem bananowym wstrzasamy w shakerze. Przelewamy ostroznie do kieliszkow z syropem, tak zeby utworzyla sie druga warstwa.
shot, After Eight, after_eight, Syrop czekoladowy, jedna czwarta, Likier mietowy, jedna druga, Mleczko skondensowane nieslodzone, jedna czwarta, start, Zaczynam od wlania do kieliszka syropu czekoladowego. Nastepnie druga warstwa likier mietowy, a na koniec lyzeczka wlewam mleczko skondensowane.
shot, O-Cookie Shot, o_cookie_shot,Syrop czekoladowy, jedna trzecia, Bialy rum , jedna trzecia, Mleczko skondensowane nieslodzone, Syrop czekoladowy, do dekoracji, Starta czekolada, do dekoracji, start, Brzegi kieliszkow dekorujemy syropem czekoladowym i czekolada. Na dno kieliszkow wlewamy syrop czekoladowy. Rum i mleczko wstrzasamy w shakerze i przelewamy delikatnie do kieliszkow, mozna pomoc sobie lyzeczka i nalewac po lyzeczce.
shot, BCC, bcc, Blue curacao, 5 ml, Wodka cytrynowa, 25 ml, start, Do kieliszka wlewamy na dno syrop blue curacao. Na wierzch delikatnie, po lyzce, wlewamy wodke cytrynowa.
